,titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
119,"Casa en Arriendo, Alto Del Escobero, Medellín",alto del escobero | medellín,11.927.000,300.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-del-escobero-3-habitaciones-4-banos-2-garajes/2671-M5812251
120,"Casa en Arriendo, Las Palmas, Medellín",las palmas | medellín,40.000.000,680.0,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-palmas-3-habitaciones-5-banos-4-garajes/2671-M5965857
121,"Apartamento en Arriendo, Poblado Los Balsos, Medellín",poblado los balsos | medellín,16.000.000,250.0,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-los-balsos-3-habitaciones-5-banos-2-garajes/17556-M6059448
122,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,3.500.000,74.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/16120-M6013166
123,"Apartamento en Arriendo, Altos Del Poblado, Medellín",altos del poblado | medellín,9.500.000,108.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/16120-M6064040
124,"Apartamento en Arriendo, El Poblado, Medellín",el poblado | medellín,8.000.000,280.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-3-banos-2-garajes/2398-M5863286
125,"Casa en Arriendo, Alejandria, Medellín",alejandria | medellín,7.500.000,220.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-3-habitaciones-4-banos-2-garajes/16120-M6011688
126,"Casa en Arriendo, El Poblado, Medellín",el poblado | medellín,8.500.000,230.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/14059-M5740316
127,"Apartamento en Arriendo, Los Balsos, Medellín",los balsose | medellín,10.200.000,125.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/2398-M5553763
128,"Apartamento en Arriendo, BELEN DE LA MOTA Nororiente, Medellín",belen de la motaee | medellín,4.600.000,69.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-rincon-3-habitaciones-2-banos-1-garajes/MC5981708
129,"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL Nororiente, Medellín",belen loma de los bernalee | medellín,2.400.000,55.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-1-banos-1-garajes/MC6004059
130,"Apartaestudio en Arriendo, LAURELES EL NOGAL Suroccidente, Medellín",laureles el nogalee | medellín,4.200.000,37.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-laureles-1-habitaciones-1-banos/MC6057847
131,"Apartamento en Arriendo, NUEVA VILLA DE ABURRA Suroccidente, Medellín",nueva villa de aburraee | medellín,1.900.000,55.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-nueva-villa-de-aburra-2-habitaciones-1-banos/MC4655552
132,"Apartamento en Arriendo, El Poblado, Medellín",el pobladoe | medellín,4.000.000,90.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-2-garajes/16477-M5979653
133,"Apartamento en Arriendo, El Poblado, Medellín",el pobladoe | medellín,4.500.000,55.0,1,5,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-5-banos/2895-M5325679
134,"Apartamento en Arriendo, Guayabal, Medellín",guayabale | medellín,2.400.000,55.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-colina-1-habitaciones-1-banos/17136-M6036781
135,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,5.200.000,105.0,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-1-habitaciones-2-banos-2-garajes/687-M5962360
136,"Apartamento en Arriendo, Poblado San Lucas, Medellín",poblado san lucas | medellín,5.500.000,87.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-1-habitaciones-1-banos-1-garajes/19797-M6068684
137,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.300.000,230.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5015802
138,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,14.500.000,227.0,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-4-banos-4-garajes/687-M5565217
139,"Bodega en Arriendo, La Aguacatala, Medellín",la aguacatalae | medellín,47.620.000,160.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos/20662-M6033268
140,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,49.000.000,473.0,0,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-4-banos-4-garajes/687-M4293067
141,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.850.000,87.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5155253
142,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.350.000,176.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5015783
143,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.000.000,105.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5565263
144,"Apartamento en Arriendo, Alto De Las Palmas, Medellín",alto de las palmas | medellín,6.000.000,89.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alto-de-las-palmas-2-habitaciones-2-banos-2-garajes/19014-M6066273
145,"Apartamento en Arriendo, Palmas, Medellín",palmase | medellín,7.000.000,74.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/20543-M5989363
146,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.400.000,340.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M5067829
147,"Apartamento en Arriendo, Poblado San Lucas, Medellín",poblado san lucas | medellín,12.000.000,80.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-2-habitaciones-2-banos-1-garajes/19797-M6068374
148,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.400.000,180.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5730199
149,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.200.000,180.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5677588
150,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,12.800.000,170.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5677579
151,"Apartamento en Venta y Arriendo, Poblado, Medellín",pobladoe | medellín,598.000.000,160.0,3,3,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-1820579
152,"Oficina en Venta y Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,1.350.000.000,260.0,0,3,4,https://www.metrocuadrado.com/inmueble/venta-oficina-medellin-la-aguacatala-3-banos-4-garajes/687-M2428686
153,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.700.000,168.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5155155
154,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,10.500.000,158.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M5730433
155,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.900.000,114.0,3,2,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-4-garajes/687-M4965471
156,"Casa lote en Arriendo, Los Naranjos, Medellín",los naranjos | medellín,13.800.000,350.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-lote-medellin-los-naranjos/17287-M6012147
157,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.200.000,325.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3091149
158,"Apartamento en Arriendo, Medellin, Medellín",in | medellín,2.800.000,53.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-2-banos-1-garajes/11813-M6011766
159,"Casa en Arriendo, Belen Altavista, Medellín",belen altavista | medellín,1.600.000,104.0,4,2,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-altavista-4-habitaciones-2-banos/19474-M6005214
160,"Casa en Arriendo, Prado, Medellín",pradoe | medellín,15.000.000,330.0,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-prado-5-habitaciones-5-banos-2-garajes/19474-M5674290
161,"Apartamento en Arriendo, Medellin, Medellín",in | medellín,3.500.000,78.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-1-banos/11813-M5945864
162,"Apartamento en Arriendo, Medellin, Medellín",in | medellín,5.500.000,187.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-4-habitaciones-3-banos-2-garajes/11813-M5830840
163,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,10.000.000,124.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-3-banos-2-garajes/19474-M6056331
164,"Apartamento en Arriendo, SIMON BOLIVAR, Medellín",simon bolivare | medellín,2.600.000,85.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simon-bolivar-3-habitaciones-2-banos/18296-M6015176
165,"Apartamento en Arriendo, Medellin, Medellín",in | medellín,3.000.000,65.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-boston-3-habitaciones-2-banos/11813-M5682707
166,"Local Comercial en Arriendo, Villa Carlota, Medellín",villa carlotae | medellín,20.000.000,97.0,0,1,3,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-villa-carlota-1-banos-3-garajes/34-M5758664
167,"Apartamento en Arriendo, NUEVA VILLA DE ABURRA, Medellín",nueva villa de aburrae | medellín,3.300.000,135.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-3-habitaciones-3-banos-1-garajes/18536-M6051531
168,"Apartamento en Arriendo, LAURELES LA CASTELLANA, Medellín",laureles la castellanae | medellín,3.000.000,132.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-3-banos-1-garajes/11530-M5835050
169,"Apartamento en Arriendo, Guayabal, Medellín",guayabale | medellín,6.500.000,82.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-shellmar-3-habitaciones-2-banos-1-garajes/2511-M5681226
170,"Casa en Arriendo, Alto De Palmas, Medellín",alto de palmas | medellín,35.000.000,510.0,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-palmas-3-habitaciones-4-banos-4-garajes/2671-M5812048
171,"Apartamento en Arriendo, Ciudad Del Rio, Medellín",ciudad del rioe | medellín,5.000.000,110.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/11224-M5612473
172,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,25.000.000,306.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/17098-M5781507
173,"Apartamento en Arriendo, VILLA GRANDE, Medellín",villa grande | medellín,3.500.000,80.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-grande-3-habitaciones-2-banos-1-garajes/16174-M6070634
174,"Casa en Arriendo, Laureles, Medellín",laureles | medellín,8.700.000,25.0,4,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-4-habitaciones-4-banos-1-garajes/2671-M5812176
175,"Apartamento en Arriendo, Loma Del Campestre, Medellín",loma del campestre | medellín,7.800.000,158.0,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-campestre-3-habitaciones-5-banos-2-garajes/16120-M6063639
176,"Casa en Arriendo, Laureles Lorena, Medellín",laureles lorena | medellín,5.000.000,171.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-lorena-4-habitaciones-3-banos-2-garajes/17079-M5161287
177,"Apartamento en Arriendo, El Tesoro, Medellín",el tesoro | medellín,6.000.000,227.0,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/16120-M6064691
178,"Oficina en Arriendo, Laureles, Medellín",laureles | medellín,3.500.000,84.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-laureles-2-banos/16120-M5964619
179,"Bodega en Arriendo, Guayabal, Medellín",guayabal | medellín,52.000.000,0.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos-4-garajes/14059-M5727506
180,"Casa en Arriendo, Belen, Medellín",belen | medellín,5.700.000,160.0,4,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-4-habitaciones-4-banos-1-garajes/16120-M5946451
181,"Apartamento en Arriendo, CALASANZ Nororiente, Medellín",calasanzee | medellín,2.450.000,66.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-parte-alta-3-habitaciones-2-banos-1-garajes/MC5987694
182,"Apartamento en Arriendo, LA FRONTERA Zona Urbana , Medellín",la frontera zona urbanae | medellín,3.500.000,74.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/MC5964681
183,"Apartamento en Arriendo, SAN GERMAN Zona Urbana , Medellín",san german zona urbanae | medellín,3.900.000,26.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-german-3-habitaciones-3-banos-1-garajes/MC6070741
184,"Oficina en Arriendo, LA CANDELARIA Nororiente, Medellín",la candelariaee | medellín,1.000.000,4.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-1-banos/MC5850723
186,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,11.500.000,220.0,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-5-banos-2-garajes/19797-M5969784
187,"Apartamento en Arriendo, El Poblado, Medellín",el pobladoe | medellín,4.300.000,60.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/16477-M5994107
188,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.150.000,90.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-2-garajes/687-M5394064
189,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,28.000.000,320.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5675563
190,"Casa en Venta y Arriendo, poblado, Medellín",pobladoe | medellín,940.000.000,267.0,3,4,2,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M2200040
191,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,4.450.000,89.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M6013351
192,"Casa en Arriendo, Las Palmas, Medellín",las palmas | medellín,9.000.000,420.0,5,5,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-palmas-5-habitaciones-5-banos-3-garajes/20775-M6006882
193,"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,550.000.000,132.0,3,4,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2006141
194,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,24.000.000,295.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M5565858
195,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.900.000,168.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M5233761
196,"Apartamento en Arriendo, GUAYABAL, Medellín",guayabale | medellín,3.400.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4964241
197,"Apartamento en Arriendo, Envigado, Medellín",envigado | medellín,11.000.000,132.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-envigado-2-habitaciones-3-banos-1-garajes/18975-M6058300
198,"Casa en Arriendo, Alto De Las Palmas, Medellín",alto de las palmas | medellín,18.000.000,450.0,4,4,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-las-palmas-4-habitaciones-4-banos/20775-M6008765
199,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,15.500.000,180.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4871527
200,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.200.000,250.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-4-banos-2-garajes/687-M5146639
201,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.100.000,220.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no.2-4-habitaciones-3-banos-2-garajes/687-M5623981
202,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,3.200.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-2-banos-1-garajes/12116-M6015852
203,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,6.000.000,142.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M5012367
204,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.500.000,261.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-3-banos-2-garajes/687-M5623953
