id_propiedad,titulo,precio,precio_limpio,ubicacion,area,habitaciones,banos,es_destacada,ciudad,tipo_negocio,tipo_inmueble,url,imagen_url,pagina
prop_-2102213676071959107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Medellín,arriendo,apartamentos,N/A,N/A,1
