titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,6.600.000,250.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-4-habitaciones-3-banos-1-garajes/12116-M5368433
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.150.000,50.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/687-M5673556
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,26.000.000,439.0,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-naranjos-3-habitaciones-5-banos-4-garajes/687-M3820684
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,10.500.000,125.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M4764398
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.650.000,100.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no1-3-habitaciones-2-banos-1-garajes/687-M6059745
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,96.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-2-banos-2-garajes/687-M4794599
"Apartamento en Arriendo, LA AMERICA, Medellín",La América,3.300.000,84.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/12116-M5669602
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,14.300.000,530.0,0,4,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-castropol-4-banos-2-garajes/687-M3529467
"Local Comercial en Arriendo, BELEN, Medellín",Belén,5.300.000,72.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-rosales/687-M5674355
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,660.000.000,198.0,3,4,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M2126728
"Apartamento en Arriendo, LA AMERICA, Medellín",La América,4.200.000,93.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-3-banos-1-garajes/12116-M5669297
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.800.000,95.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/687-M5775614
"Oficina en Arriendo, LAURELES, Medellín",Laureles,14.600.000,440.0,0,5,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-las-acacias-5-banos-2-garajes/12116-M5211334
"Casa en Arriendo, LAURELES, Medellín",Laureles,9.300.000,335.0,5,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-castellana-5-habitaciones-3-banos-1-garajes/12116-M6051390
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,640.000.000,125.0,3,3,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M2132315
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,2.700.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-2-habitaciones-2-banos-1-garajes/19700-M6012975
"Local Comercial en Arriendo, Belen Rosales, Medellín",Belén,2.000.000,45.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-belen-rosales-1-banos/20384-M5946421
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.350.000,105.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-2-garajes/687-M4821339
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,9.100.000,115.0,0,2,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-florida-2-banos-4-garajes/687-M4851425
"Apartamento en Arriendo, BOLIVARIANA, Medellín",Bolivariana,3.200.000,105.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5271981
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,12.300.000,230.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5679141
"Oficina en Arriendo, LAURELES, Medellín",Laureles,2.350.000,36.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-estadio-1-banos/12116-M5062557
"Apartamento en Arriendo, LOS CONQUISTADORES, Medellín",Conquistadores,3.600.000,67.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/12116-M5271356
"Apartamento en Arriendo, GUAYABAL, Medellín",Guayabal,3.600.000,83.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4804041
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,13.000.000,170.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-1-garajes/687-M3769700
"Apartamento en Arriendo, Envigado, Medellín",Envigado | Medellín,5.400.000,135.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-bosques-de-zuniga-3-habitaciones-3-banos-1-garajes/20543-M6040054
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,3.600.000,130.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-diego-2-banos/687-M4869487
"Apartamento en Arriendo, poblado, Medellín",El Poblado,4.100.000,350.0,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-5-banos-4-garajes/687-M2167470
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,20.000.000,230.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/18975-M5583388
"Apartamento en Arriendo, BELEN, Medellín",Belén,3.700.000,76.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-2-habitaciones-2-banos-1-garajes/12116-M5063003
"Casa en Arriendo, El Velodromo, Medellín",Velódromo,6.200.000,230.0,5,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-pinos-5-habitaciones-3-banos-1-garajes/2214-M6069693
"Apartamento en Arriendo, Nuevo Poblado, Medellín",El Poblado,10.000.000,170.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos/2214-M6069096
"Apartamento en Arriendo, La Concha, Medellín",La Concha,6.700.000,124.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-3-habitaciones-2-banos/2214-M6069671
"Apartamento en Arriendo, Las Lomas, Medellín",Las Lomas,6.000.000,141.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-3-habitaciones-3-banos/2214-M5943743
"Oficina en Arriendo, Oviedo, Medellín",Oviedo,6.304.000,70.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-urbanizacion-santa-maria-de-oviedo-1-banos/2214-M6069393
"Apartamento en Arriendo, Laureles, Medellín",Laureles,2.950.000,100.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-2-habitaciones-2-banos/2214-M6015809
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,6.200.000,170.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/18597-M6041050
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,2.500.000,60.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-1-banos-1-garajes/14059-M6044603
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,4.700.000,118.0,3,4,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-3-habitaciones-4-banos/18777-M5965900
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,5.200.000,120.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/18777-M5762462
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,4.300.000,120.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-1-garajes/18597-M6041223
"Apartamento en Arriendo, LA AGUACATALA, Medellín",La Aguacatala,3.600.000,98.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-3-banos-1-garajes/233-M5824202
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.200.000,90.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-3-habitaciones-3-banos-1-garajes/687-M4865818
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.600.000,87.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-2-habitaciones-2-banos-1-garajes/12116-M4809999
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.100.000,107.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-3-banos-2-garajes/687-M4689523
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.300.000,178.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-3-habitaciones-3-banos-2-garajes/687-M5958062
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,5.600.000,101.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-2-banos-1-garajes/687-M5157767
"Oficina en Arriendo, LA AMERICA, Medellín",La América,25.300.000,400.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-calasanz-5-banos/12116-M5282482
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,17.000.000,386.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5766705
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.600.000,87.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-2-habitaciones-2-banos-1-garajes/12116-M4810017
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.600.000,94.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M5197162
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,2.650.000,44.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-1-banos-1-garajes/687-M5143476
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,22.500.000,825.0,4,5,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-4-habitaciones-5-banos-3-garajes/687-M2635294
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.000.000,130.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5614422
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,115.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M5987772
"Apartamento en Arriendo, BELEN, Medellín",Belén,4.500.000,98.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-2-garajes/12116-M4765087
"Apartamento en Arriendo, ALEJANDRIA, Medellín",Alejandría,20.000.000,452.0,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-4-habitaciones-4-banos-4-garajes/16631-M5211565
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.650.000,225.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M5953106
"Local Comercial en Arriendo, LAURELES, Medellín",Laureles,6.600.000,225.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-velodromo/12116-M5504744
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.000.000,90.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-2-garajes/687-M5003642
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.900.000,79.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5774380
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,7.200.000,70.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-las-lomas-no.1-1-banos-2-garajes/687-M5629998
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.700.000,115.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-3-banos-2-garajes/12116-M5934834
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.700.000,115.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-3-banos-2-garajes/687-M5936588
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,7.700.000,274.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5771367
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,6.600.000,198.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/12116-M5599601
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,10.300.000,220.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M5445663
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,5.850.000,150.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/12116-M4728198
"Oficina en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,1.450.000.000,126.0,0,2,3,https://www.metrocuadrado.com/inmueble/venta-oficina-medellin-santa-maria-de-los-angeles-2-banos-3-garajes/687-M2756074
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,3.200.000,38.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-altos-del-poblado-1-banos-1-garajes/687-M5105625
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.500.000,105.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/687-M4585911
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,18.000.000,320.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M4726469
"Local Comercial en Arriendo, LAURELES, Medellín",Laureles,5.000.000,76.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-conquistadores/687-M5630076
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.650.000,147.0,4,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-4-habitaciones-2-banos-1-garajes/687-M5775591
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,20.000.000,240.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M5211743
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,11.000.000,250.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5108817
"Apartamento en Arriendo, Belen Rosales, Medellín",Belén,4.400.000,160.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-rosales-4-habitaciones-3-banos-1-garajes/20769-M5989355
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,16.500.000,200.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-linde-3-banos/687-M5680115
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,17.200.000,200.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M4975228
"Apartamento en Arriendo, La Milla De Oro, Medellín",Milla De Oro,5.700.000,50.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-milla-de-oro-1-habitaciones-1-banos-1-garajes/20772-M5997076
"Apartamento en Arriendo, Loma Del Indio, Medellín",Loma Del Indio,2.400.000,51.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-2-habitaciones-2-banos-1-garajes/12647-M5847051
"Apartamento en Arriendo, San Joaquin, Medellín",San Joaquín,5.500.000,220.0,3,4,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-3-habitaciones-4-banos/2214-M5991126
"Apartamento en Arriendo, La Loma Del Indio, Medellín",Loma Del Indio,4.250.000,87.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-loma-del-indio-3-habitaciones-2-banos-1-garajes/16549-M6069993
"Apartamento en Arriendo, Transversal Inferior, Medellín",Transversal Inferiore | Medellín,6.000.000,190.0,4,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-3-banos/2214-M6069287
"Casa en Arriendo, Florida Nueva, Medellín",Florida Nueva,5.000.000,120.0,4,3,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-florida-nueva-4-habitaciones-3-banos/2214-M5853148
"Casa en Arriendo, Floresta, Medellín",Floresta,6.480.000,222.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-floresta-3-habitaciones-3-banos/2214-M5975129
"Apartamento en Arriendo, San Diego, Medellín",San Diego,3.000.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/14059-M6044515
"Apartamento en Arriendo, Loma De Los Bernal, Medellín",Loma De Los Bernal,2.800.000,80.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/18597-M6041148
"Apartamento en Arriendo, Pilarica, Medellín",Pilaricae | Medellín,2.800.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-pilarica-3-habitaciones-2-banos-1-garajes/18714-M5844601
"Apartaestudio en Arriendo, Poblado, Medellín",El Poblado,2.800.000,56.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-poblado-1-habitaciones-2-banos-1-garajes/16120-M6043030
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,11.400.000,215.0,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-4-banos-4-garajes/2398-M6037438
"Apartamento en Arriendo, Belen Los Almendros, Medellín",Belén,4.500.000,180.0,5,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-los-almendros-5-habitaciones-3-banos/403-M6046395
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,18.000.000,125.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-2-garajes/20543-M6037065
"Casa en Arriendo, La Castellana, Medellín",La Castellana,3.800.000,160.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/17143-M5862803
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.100.000,110.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M4504061
