ciudad,tipo,titulo,precio,zona,destacada,url
medellin,venta,,,,True,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-belen-la-palma-3-habitaciones-2-banos-1-garajes/16065-M6019374
medellin,venta,,,,True,https://www.metrocuadrado.com/proyecto/saman/17855-C0013-03
medellin,venta,,,,True,https://www.metrocuadrado.com/inmueble/venta-local-comercial-medellin-los-balsos-no.2/16632-M5684675
medellin,venta,,,,False,https://www.metrocuadrado.com/proyecto/linz-del-rio/16771-C0007-01
medellin,venta,,,,False,https://www.metrocuadrado.com/proyecto/m-living/16771-C0011-01
medellin,venta,,,,False,https://www.metrocuadrado.com/proyecto/olmo-del-parque/20602-C0005-01
